conversation_id,dialogue_id,dialogue_text,binary_label
1195,20180831-052816_178_live,"[Persuader] How would you like to donate to save the children
 [Persuadee] whats that?
 [Persuader] It's an excellent charity that helps get children the necessary things that they need to survive
 [Persuadee] sometimes i donate to charity, but when someone comes right out and asks it feels a little pushy ya know?
 [Persuader] I understand that, but sometimes you just need to be made aware of some excellent charities
 [Persuadee] Yes i am aware of many problems in the world.
 [Persuader] Right and I understand how most people don't think that they need to help children in other countries, but if we don't then who will. These children need all the help that they can get.
 [Persuadee] I agree with that.
 [Persuader] I'm willing to donate 1 dollar to this cause are you?
 [Persuadee] i can only make a small donation of 10 cents. will you accept that?
 [Persuader] I'm willing to accept any amount that you are willing to donate, but wouldn't you like to be able to donate a little more to help the poor defenseless children?
 [Persuadee] I would love to solve all the problems of the world, but i can only do what i can do today. i can donate 10 cents.
 [Persuader] Ok I'm happy to at least get something. So out of your two dollar payment you are only willing to donate 10 cents?
 [Persuadee] I am not ""only"" willing. I am willing to donate 10 cents.
 [Persuader] Alright thanks for being willing to donate.
 [Persuadee] You are welcome, in the future i would work on some interpersonal skills. that will assist you. i promise.have a good day.
 [Persuader] In the future I would work on my willingness to donate more
 [Persuadee] what makes you think im not homeless myself?
 [Persuader] I don't want to argue with you
 [Persuadee] its a simple question, and again you could learn alot from interpersonal skills. have a good day. good bye.",yes
1215,20180831-205301_781_live,"[Persuader] Hello. How are you? 
 [Persuadee] I'm doing well. It's getting late, it's been a long week. How are you?
 [Persuader] I'm doing good. I understand about the long week. Thank goodness it's the weekend. 
 [Persuadee] That's right! I'm actually up and at it bright and early to take a road trip for a family member's birthday tomorrow... joy. What do you have planned for the weekend?
 [Persuader] We're planning to hit the beach, but it's a shame that there are so many kids in poverty who won't be able to enjoy the beach or birthday parties. Don't you agree?
 [Persuadee] That really is a shame. I was fortunate enough to grow up 10 minutes from a beach regardless of my financial situation, but so many kids have no means to even take public transportation to a beach if they wanted to. Very unfortunate. I always hope those kinds are able to make a better situation of their lives as they get older to make up those experiences.
 [Persuader] I agree. We live near the beach right now too, and it's great. My kids are so fortunate to be living a life so far removed from war zones like kids in Syria. And, to have their basic needs met to be able to enjoy their childhood. Have you heard of Save the Children?
 [Persuadee] I'm sure I have, but could you give me a refresher?
 [Persuader] It's an awesome nonprofit that helps fight for children's rights all over the world. URL has a lot more information. 
 [Persuadee] I'll have to dig further into it. Do you know anything about who runs it? My biggest concerns with organizations like that is there isn't a ton of transparency as to where donation funds actually go.
 [Persuader] Oh, I totally understand. I feel like most of those organizations take the money and run. Save the Children actually has 86% of the money that is donated directly helping the children. It's listed on Forbes list of top 50 charities. 
 [Persuadee] Wow, that's great. I consider Forbes pretty trustworthy. I appreciate you getting that info for me. I'll have to dig further into their mission statements and activities. Some of that stuff can get so political!
 [Persuader] They also have their annual financial report actually listed on their website which I think is pretty impressive for a charity organization. Would you consider donating part of your pay for this task to Save the Children?
 [Persuadee] I would, but I think I'd have to review all of their documentation first and then possibly even donate on my own time! That's not to say I'm uninterested, I just like to trust and verify.
 [Persuader] I understand. It's important to do research before giving money to organizations. This one just seems like they're doing a lot of great work helping children in the U.S. and abroad. And, it would be so easy to have your payment taken directly from your task payment.
 [Persuadee] 100% agreed. I'll have to dig into their information and make a decision. Have you donated to them before or do you plan to?
 [Persuader] I haven't in the past, but after reading more about them I definitely plan to. Their credentials are outstanding. And, I like that so much of their proceeds actually go to help. I've seen some awful numbers from organizations like Goodwill who claim to be helping but all of their money actually goes to their CEO's.
 [Persuadee] You think Goodwill is bad, look at some of the reports on Susan G Komen--BREAST CANCER of all things. What starts with a good intention doesn't always end up that way. Does Save The Children specifically aim to help Syrian chidren?
 [Persuader] Oh, really? I haven't heard about Susan G Komen being so bad, I will have to look into that. I did a race of theirs about 10 years ago. 
 [Persuadee] I can\'t speak for 10 years ago, but I know recently they were found out to have so much of their money going to ""marketing"" that a massive portion of their proceeds never even made it to research. That\'s off the top of my head, but it\'s rough. I\'ve done a Donna race before, though.
 [Persuader] That's awful. That's why I'm pleasantly surprised to see that Save the Children has such a high percentage of donations being used. And, no. They don't only help in Syria. They support kids all over the world by helping them get healthcare, education, making sure their safe, etc. I'm going to donate part of my proceeds. I think you should too!",no
1236,20180831-200600_498_live,"[Persuader] Hi. How are you this evening? 
 [Persuadee] Good, how are you?
 [Persuader] I'm good, thank you. 
 [Persuadee] Do you know who receives this donations?
 [Persuader] Yes, I do. Have you ever heard of Save the Children? 
 [Persuadee] of course, I didn't see that detail. 
 [Persuader] In case you didn't know, they are an international organization that promotes children's rights and provides relief and helps support children in developing countries. 
 [Persuadee] you must be a fan. I assume you are going to donate.
 [Persuader] Yes, I support this charity and yes, I will. Do you have children? 
 [Persuadee] 1, a 4 year old. 
 [Persuader] As a parent, I feel this charity is so important and I hope you can feel that way too. No child should go to bed hungry. 
 [Persuadee] hmmm, are you a real person? That is a line from the actual advertisement from Save The Children that has been running since I was a child.... maybe 30 years at least. 
 [Persuader] Ha ha. Yes, I am a real person. ( I knew that I knew that line from somewhere)
 [Persuadee] how much of your $2 payment are you donating?
 [Persuader] I'm still deciding. How much would you like to donate to this charity now? 
 [Persuadee] 1 american dollar
 [Persuader] Ok, that's great. 
 [Persuadee] so we have a consensus then?
 [Persuader] Yes, we do 
 [Persuadee] great, now how to end this chat???",yes
1256,20180831-231226_976_live,"[Persuader] Hi, my name is Robert.
 [Persuadee] hi, my name is danh
 [Persuader] I will like a few minutes of your time to tell you about "" Save The Children Foundation"".
 [Persuadee] ok please do
 [Persuader] Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
 [Persuadee] I think it's important for us to be more aware of the difficulty children are facing every single day in term of parental support, and lack of love.
 [Persuader] Yes, you are right, save the children is what you are saying also Your donation will make a tangible impact for the world such as help ensuring children's rights to health, education and safety.
 [Persuadee] what are you suggesting?
 [Persuader] I am asking for a small donation.
 [Persuadee] right now I just started this online job and this is my first conversation to make money. can I take a raincheck ?
 [Persuader] If you can a donation of .01 to $2.00 will be great, but first bear with me a little longer.
 [Persuadee] can you speed up the conversation?
 [Persuader] You can donate to an individual child or a group of children.
 [Persuadee] Can you be more specific?
 [Persuader] If you can donate 5 cents that will be great.
 [Persuadee] I'm willing to donate 5 cents.
 [Persuader] Your donation will be directly deducted from your task payment.
 [Persuadee] Ok. I'm authorizing you to deduct 5 cents from my task payment.
 [Persuader] Thank you very much.
 [Persuadee] is there anything else I can do for you?",yes
1276,20180831-103236_81_live,"[Persuader] hello, how are you doing today?
 [Persuadee] fine so far...
 [Persuader] Thats good... what did you think of this survey so far... kinda long!
 [Persuadee] yes indeed, don't even know what I'm supposed to do here..
 [Persuader] lol... I wasn't sure when I started, but I think I'm catching on.... have you heard of an organization called Save the Children?
 [Persuadee] Something about donations, and yes I have heard of them..
 [Persuader] What do you think of the group?
 [Persuadee] Not sure, but there are plenty of children who need saving right here in the US.
 [Persuader] That's true... but it IS hard to think of any child going hungry. Regardless of where they live, it's not their fault, wouldn't you say?
 [Persuadee] Pretty much I guess, ...I would donate locally to help the kids here in my town.
 [Persuader] But you don't feel that kids in other countries deserve our help?
 [Persuadee] Not much, the money I give needs to stay and help right here !
 [Persuader] What if you could do both? 
 [Persuadee] lol, ok $1 to African kids and $2 for the kids here in my neighborhood !
 [Persuader] Hey any little bit helps I'm sure! What about donating money you haven't even seen yet, like a portion of the profits from completing this HIT? 
 [Persuadee] Nah not yet I need a new hiking backpack !
 [Persuader] Do you think you'd really miss even the $1 you could donate to these kids, when you're out on your hike, eating all of the yummy snacks you had easy access to, and looking at our beautiful countryside, free from war?
 [Persuadee] lol, probably not, but I would be willing to take a bunch of kids hiking in these beautiful mountains of mine I live in.
 [Persuader] I'm sure they
 [Persuadee] I'm looking for the submit button....?? said we have to do 10 chat turns...
 [Persuader] there it is... how about we split it? You donate fifty cents and I'll donate fifty cents... win for the kids?!",no
1297,20180831-054654_563_live,"[Persuader] Hi
 [Persuadee] Hello
 [Persuader] We are supposed to donate some of our bonus to charity I see. 
 [Persuadee] I would like to donate $2 to the charity. How much are you going to donate?
 [Persuader] Is it $2 each or do we share the bonus?
 [Persuadee] I am not sure, however, I think it can be $2 each 
 [Persuader] Okay, well that's fine, I don't mind donating the whole thing as well.
 [Persuadee] Okay, I think that is an excellent idea
 [Persuader] ""Making a donation agreement too early in the chat may lead to meaningless conversations."" Well.. lol. How\'s the weather? 
 [Persuadee] The weather here is fine, thank you! I think it is very important to donate to those in need especially organazations that support children.
 [Persuader] Yea, absolutely. 
 [Persuadee] By donating $2 each, I believe that shows that we are compassionate about other people
 [Persuader] Yes, I always try and donate from these studies if I have the chance.
 [Persuadee] I typically donate at the grocery story while at the checkout 
 [Persuader] Oh that's true, that too. I like when it's right in front of me, because I like to donate but admittedly I am too lazy to search out new ways.
 [Persuadee] Many organiaztions have ways to donate to their employees education. I think that is a good idea and more companies should invest in their employees. 
 [Persuader] yes thats true too
 [Persuadee] I work for a non profit company and we rely heavily on donations to keep the company going
 [Persuader] oh that's cool. I've always wanted to do something like that, instead of working in the field I do now.
 [Persuadee] It is very rewarding working for a non profit",yes
1317,20180831-083027_46_live,"[Persuader] Hello! Have you ever donated to a charity before?
 [Persuadee] Hi, Yes, I have donated to the ASPCA
 [Persuader] I have too! I love dogs. What about Save the Children?
 [Persuadee] I have never donated to Save the Children, but I would be willing to do so. I love to help children also.
 [Persuader] Save the Children is a great organization. Would you be willing to donate some of your earnings from this task toward that charity?
 [Persuadee] yes, I would be willing to donate a portion of my earnings to the charity.
 [Persuader] That's so generous! It's easy to donate when you feel attached to the situation, but helping someone you don't know takes a really special kind of person.
 [Persuadee] yes, plus your making a difference in other peoples lives or animals. it is gods work.
 [Persuader] I agree! Have you ever volunteered your time for a charity?
 [Persuadee] I have made donations to the charity, but I have never volunteered for one.
 [Persuader] We're all so busy or sometimes it's hard to get out to help so donating is a really good way to be able to help. Based on my understanding of Save the Children, it's an organization that is really important in this present time. In 2018 many children are affected by wars (for example Syria). 
 [Persuadee] yes, I heard they are a good organization and are willing to help as much children as positive. is 0.30 cents a good donation to give?
 [Persuader] Anything you could donate would be amazing, from .01 to the full $2. Even a small donation helps multiple children. Do you think you could give a little more?
 [Persuadee] i was thinking 0.30 as the amount I want to give. but I could up to to 0.50 cents
 [Persuader] That's great. I think about the amount of money I spend on buying cup of coffee these days, I could definitely go without one in order to help some kids!
 [Persuadee] yeah same here. every bit is appreciated.
 [Persuader] Maybe we can each encourage someone else in our lives to make a donation, and spread the impact. Do you feel like you're willing to donate that .50 cents?
 [Persuadee] yes I will donate 50 cents
 [Persuader] That's amazing. Thanks so much for being so kind and open-minded today. I've enjoyed talking to you and hope you have a great day!
 [Persuadee] thank you and you too",yes
1337,20180831-070455_353_live,"[Persuader] Hey good day.
 [Persuadee] hello, how are you
 [Persuader] I am good. How about you?
 [Persuadee] I am doing alright, thank you
 [Persuader] I am currently in florida.
 [Persuadee] very nice, what are you supposed to talk to me about?
 [Persuader] I am doing this service as a volunteer. Giving back some of my time to worthy cause.
 [Persuadee] that is very noble, what is the cause?
 [Persuader] Giving help to children in need. Are able to do so today??
 [Persuadee] I may be...i'm broke tho
 [Persuader] Your time is much more valuable.
 [Persuadee] how can I give my time to the charity?
 [Persuader] The task your doing is time and is equated to money. Thus give some of your time and they get part or all of your reward
 [Persuadee] But if i dont give money, how do I help the children with my time?
 [Persuader] there is a reward for this task. I giving them my reward. Can you do the same??
 [Persuadee] how much do you give?
 [Persuader] at least half maybe the entire, it is not much but with additional help it will make a difference.
 [Persuadee] i dont know, i doubt it would do anything
 [Persuader] I bet it would. Think about it.
 [Persuadee] how would a couple cents help?
 [Persuader] your cent and my cent with other cents will add up.",no
1358,20180831-184520_110_live,"[Persuader] Hello
 [Persuadee] Hello there how are you today?
 [Persuader] I am good. How are you?
 [Persuadee] I am doing well myself, thanks.
 [Persuader] I was wondering would you like to donate money to Save the Children?
 [Persuadee] Could you tell me more about it?
 [Persuader] You can donate as little or as much as you want. It is to help children in need all over the world.
 [Persuadee] I am guessing this a charity?
 [Persuader] Yes. I'm Sorry. it is for charity. I thought I mentioned that.
 [Persuadee] No, its fine! This is a non-profit charity, not government sponsored?
 [Persuader] It is a Non-Profit Charity
 [Persuadee] I would be interested in donating a portion, how would that work?
 [Persuader] We have a few options. You can send in either a check or money order. Make a donation on our website or have a monthly payment deducted from your banking account.
 [Persuadee] Oh I see, is there a website I can look at or a number I can call before I make that kind of commitment?
 [Persuader] Yes there is
 [Persuadee] Ok, I am interested in helping refugees from Syria especially children so I would like to see if they are working on helping them
 [Persuader] Absolutely, I totally understand.
 [Persuadee] Could you tell me the website address?
 [Persuader] Here is the website http:// URL 
 [Persuadee] Oh wonderful, thank you I will donate 0.75 of my payment for sure.",yes
1378,20180831-131354_977_live,"[Persuader] Ahoy there kind stranger! Tell me, are you as full of joy , love, and charity as me today?
 [Persuadee] I am full of joy, love. But charity is questinable
 [Persuader] Can I inquire as to why the charity section of your heart id potentially hardened?
 [Persuadee] It's not hardened, it is just suspicious of anyone and everyone 
 [Persuader] Well, let me ask you this. What do you believe the value of charity is to you? 
 [Persuadee] It depends on what I am giving to. Am I giving to an organization or straight to another fellow human.
 [Persuader] I would argue that the recipient is not relevant. You see, in my opinion, Charity in and of itself is a selfish act. Or perhaps, a better way to say it is that it is more of an exchange. We exchange our time, energy, money etc for a powerful thing. That thing is called purpose. 
 [Persuadee] Oh!! That really opened me up. I've never thought of it that way. But that goes against the literal definition of charity, no?
 [Persuader] Perhaps, but does the definition matter to those who are in need? 
 [Persuadee] Not at all. Those in need don't mind where help comes from. But I tend to question some charity organizations. What's your view on these organizations/ foundations?
 [Persuader] Well, I have one in mind specifically. It's called Save The Children. They seem pretty fantastic. Theyve single handedly reduced the infant mortality rate by 62% in third world countries. Can I verify that? Of course not. But I believe it. And thats what matters to me. I believe that the little I have to give could help, and because of that it makes me feel delightful. I'm doing my best with what I've got. Are you?
 [Persuadee] You know what they say...""charity begins at home"". So I make sure my home is helped before I help others.
 [Persuader] Of course! As you should. I believe your heart it good, I can tell just from talking to you anonymously. But I also believe that there is more of you to share with the world. The world needs it, and I believe you want to feel it. So let me ask you this: The researchers conducting this study are able to use all of your bonus or just some and send it directly to this children's charity. Do you think you are ready to do that? 
 [Persuadee] I'll pledge $0.50
 [Persuader] I think thats very admirable of you. Truly kind. It's pleasure talking with you today.
 [Persuadee] Pleasure talking to you as well
 [Persuader] Do you feel like you could have given more out of curiosity? And if so, what held you back?
 [Persuadee] No, that's max. The rest is for my home
 [Persuader] Understood. Well, congrats on expanding yourself today, my friend.
 [Persuadee] You are welcome",yes
1398,20180831-184944_472_live,"[Persuader] Hello, how are you doing this afternoon? 
 [Persuadee] Hi! Good thanks, how about you?
 [Persuader] I am doing great. Thanks for asking.
 [Persuadee] I don't know if you have finished reading about the task, but it has something to do with charity.
 [Persuader] I would like talk with you about a very important charity called Save the Children. Have you ever heard of them?
 [Persuadee] No, unfortunately I haven't. Do you know much about them?
 [Persuader] Save the Children is an amazing organization that strives to help children in different areas, such as, healthcare, education, and safety. They not only help children in the United States, they are also making a difference all over the world. Donations that are giving to the company is strictly used to help the children with their needs. They are well known and trusted all over the world.
 [Persuadee] Oh nice! I don't suppose you know what % of donations actually go to the children?
 [Persuader] 86% goes to program services, 9% fundraising, and 5% management and general
 [Persuadee] Oh, that's pretty good. Sorry for all the questions, but I like to look at how effecient charities are so I can get a better sense of them!
 [Persuader] That is fine, I want you to be sure that your money is going directly to help the children, and not to fatten someones pocket. I would also like to point out that in 2017 alone, Save the Children help 155 million children in 120 Countries and 237 thousand US children in 22 states and Peurto Rico. They are an outstanding organization thats what to see every child reach their dreams and live a full healthy life.
 [Persuadee] Yeah, that's exactly it. Oh so Save the Children is actually a really large organization. I'm surprised I never heard of it.
 [Persuader] They are well known and loved by many people all over the world. Yet, in order for them to continue helping children, they need people that are willing to think about the needs of children who greatly need help. You could be a hero in a child's life by donating to Save the Children. 
 [Persuadee] I usually don't donate unless I do a little more research into an organization, but if all you said is correct, I think I must just donate. So am I allowed to contribute my HIT proceeds? It's only $0.30, but I guess it's better than nothing!
 [Persuader] Absolutely!! Anything that you are able to donate would make a major difference in a child's life. Thank you so much for caring about the children that so many have forgotten!!
 [Persuadee] No problem. Sorry, it isn't much but i guess there are worse ways to spend your money Friday night!
 [Persuader] Your donation is plenty and will save a child! You are an amazing person! Welcome to the Save the Children family!!
 [Persuadee] Thanks for introducing me to the charity. It sounds like a really good organization. So, do you have a link I need to follow to donate, or is that provided after the chat?
 [Persuader] I don't see a link, so I am sure you will find one after the chat
 [Persuadee] Okay, sounds good. I'll donate my hard earned $0.30 then! Thanks again and have a great weekend!
 [Persuader] Thank you, from all the children!",yes
1419,20180831-193934_858_live,"[Persuader] Hello, how is it going today?
 [Persuadee] Hello its going fine thank you. And yourself?
 [Persuader] I am doing pretty well now that the 3 day weekend has arrived :)
 [Persuadee] Yes I'm looking forward to a break from work finally! :)
 [Persuader] I hear ya there! Ok I just want to know a little more about you. Have you recently donated to any charities?
 [Persuadee] Yes I donate a portion of my paycheck every 2 weeks to the united way. I also volunteer once a year to the humane society and big brothers and big sisters organziation in my city.
 [Persuader] Wow that is admirable! Wish there were more people like you in this world. It would be a much better place. I have donated as well whenever I can. Today you and I can both make a difference to a certain charity that could really use our help. h
 [Persuadee] And which charity is that?
 [Persuader] Have you heard of Save the Children Foundation?
 [Persuadee] I believe I have yes.
 [Persuader] Because of a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Save the Children is focusing on getting these children into safety.
 [Persuadee] I am willing to donate a portion of my payment to this cause.
 [Persuader] That is what I like to hear. I tell you what, you can donate any amount from $.01 to $2.00 from this turk study. I will match whatever you would decide to donate!
 [Persuadee] I will donate $1.00 to this cause. I would like to keep the other dollar for doing this study please.
 [Persuader] Yes, that is more than acceptable and very generous of you. So $1.00 from each of us will be donated can you please confirm that amount.
 [Persuadee] I would like to donate $1.00.
 [Persuader] Cool, I hope you have a good weekend
 [Persuadee] You as well thank you! :)
 [Persuader] Football is on the horizon :)
 [Persuadee] Yes it is thank goodness! :)
 [Persuader] Alrigh peace be with you",yes
1440,20180831-185836_687_live,"[Persuader] Hello, how are you today?
 [Persuadee] im fine and you?
 [Persuader] great thank you. Can I ask you a question?
 [Persuadee] sure go right ahead
 [Persuader] Would you consider yourself a charitable person? Do you donate to charities?
 [Persuadee] yes, most definitely, i do donate to chariteies.
 [Persuader] Have you ever heard of Save The Children? In the U.S. and around the world, Save the Children does whatever it takes Â¡Âª every day and in times of crisis Â¡Âª to give children a healthy start in life, the opportunity to learn and protection from harm.
 [Persuadee] yes i have heard of that. i would love to donate to that as well.
 [Persuader] YOu can donate today by giving some or all of your MTURK hit money.
 [Persuadee] i could manage to donate 50 cents. i a struggling hard myself with three children 
 [Persuader] I completely understand. That is very generous of you.
 [Persuadee] thank you so i will donate 50 cents, thank you and have a great day , best of luck
 [Persuader] nearly 9 out of 10 dollars going directly to children in need, Save the Children uses your generous donations in the most cost-effective ways possible.
 [Persuadee] wow thats alot and the children do need it i wish i cuold do more but i cant
 [Persuader] corporate, foundation and individual donors, who helped us build better lives and futures for 157 million children last year.
 [Persuadee] that is so wonderful, it sounds like the best organizations for helping children in the us and around the world,
 [Persuader] It really is a great organization that does so much good for so many people. I am proud to be a small part of it. 
 [Persuadee] i would be proud to be a part of it to, i hope my 50 cents helps, you have a great day
 [Persuader] Thank you so much. I hope you and your family have a great weekend. 
 [Persuadee] we will do our best, good luck, and goodbye",yes
1460,20180831-072612_12_live,"[Persuader] Hello! how are you doing today
 [Persuadee] Hi, I'm doing well how are you? well, ho
 [Persuader] I am doing well, thank you. Do you donate at all?
 [Persuadee] I've thought about it but never have. Do you? 
 [Persuader] I try to the best I can, but i focus on charities I feel strongly about, such as save the children!
 [Persuadee] That's such a good charity! We try to donate goods we have our kids outgrow as opposed to mone 
 [Persuader] that is an excellent way to donate. There are so many children in need
 [Persuadee] And it's never the kids fault, they have no desicion in their situation, they shouldn't have to suffer 
 [Persuader] I completely agree. That is why it is so important to give back. even just a couple of cents can go a long way
 [Persuadee] That is soo true
 [Persuader] Will yoube willing to donate any cents today?
 [Persuadee] I could donate .30 today
 [Persuader] that is very generous. most people don't donate any
 [Persuadee] I know it's not a lot but it's what I can do at the moment. 
 [Persuader] even just 5 cnts can make a deifference, so 30 is even better!
 [Persuadee] I always imagine the donations that matter are in the 100s not cents. 
 [Persuader] if everyone in the US gave 5 cents, that would raise over 16 million dollars. it all counts!
 [Persuadee] I never thought of it that way before! 
 [Persuader] every little bit helps!
 [Persuadee] Are you donating any today as well?",yes
1480,20180831-080306_985_live,"[Persuader] hello
 [Persuadee] hi
 [Persuader] how's your morning so far? 
 [Persuadee] nice and you
 [Persuader] great. Thanks for asking. :)
 [Persuadee] Tell me about you
 [Persuader] I'm great just new to this community of great opportunity. Would you like to donate some or all of your incoming payment for this task to a children's charity called Save the Children? 
 [Persuadee] Tell me about that organization
 [Persuader] Save the Children is a foundation to help children with rights to health, education, safety and so much more. I believe your donation may be able to give a child a better future, a good outcome and also hope for tomorrow. 
 [Persuadee] ah I would like to collaborate
 [Persuader] Yes!!! PLEASE there are thousands of children who are harmed, homeless and every dollar or cent could bless them. We don't want another child to go hungry! 
 [Persuadee] I could collaborate with $ 0.20 with pleasure
 [Persuader] How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).
 [Persuadee] I could collaborate with $ 0.20 with pleasure
 [Persuader] Great! That will help in so many ways! 
 [Persuadee] I hope that my donation will be useful as I do it with a lot of encouragement
 [Persuader] Yes it will and please make sure you check out the official website URL for more information. 
 [Persuadee] I'll check the page I hope you have a lot of success
 [Persuader] Thank you. God bless you! 
 [Persuadee] God bless you all happy day",yes
1500,20180831-120243_533_live,"[Persuader] I hope you will help me out by making a donation to Save the Children today
 [Persuadee] Can you please provide information about the donation
 [Persuader] The donation would come directly from your pay for completing this task. It's money that you never saw or had in your possession.
 [Persuadee] What charity is this for?
 [Persuader] This is for Save the Children, an international organization that benefits children in impoverished areas who otherwise wouldn't receive basic services that many of our children take for granted.
 [Persuadee] How do the donations work or distributed?
 [Persuader] You would specify how much of your $2 payment you are willing to donate to this great cause, and the researchers will pass it onto Save the Children instead of paying it to you.
 [Persuadee] What part of the country or countries does this go too?
 [Persuader] The money goes to Save the Children directly. While you can't know what country your money will specifically benefit, they have continuing programs in many impoverished and worn torn countries and well as in poverty stricken areas of the US.
 [Persuadee] Ok, what are the donation minimums?
 [Persuader] There is no minimum. Every penny counts. Though you may choose to donate $0, I hope you will consider the children in your decision.
 [Persuadee] Ok, I will make a donation
 [Persuader] Wonderful! It's greatly appreciated. How much of your $2 would you like to go to Save the Children?
 [Persuadee] I will donate $0.25
 [Persuader] Very good. You are happy with that amount today?
 [Persuadee] Yes, do you donate as well?
 [Persuader] Yes, I will match whatever you donate today. I do it in my (healthy) son's honor. Do you have children?
 [Persuadee] No, I do not, but I like ot donate
 [Persuader] Well, your donation is appreciated and will be put to good use.
 [Persuadee] Thank you",yes
1520,20180831-073753_874_live,"[Persuader] Good morning! I am in hopes you will share your earning as I have to a charity close to me heart called Save the Children.
 [Persuadee] Goodmorning! I would love to hear more about Save The Children
 [Persuader] Many details are here on this web site. URL 
 [Persuadee] Thank you, I will look. Can you tell me how much the donations goes toward the charity?
 [Persuader] Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.
 [Persuadee] It sounds like a great charity! I am reading a bit about it now.
 [Persuader] It is a great thing for children! Each donation is essential to help ensuring children's rights to health, education and safety. I plan to donate my payment for this task as every little bit helps.
 [Persuadee] I think it's important that children's rights are protected. So many times they are forgotten. I would also be willing to donate as well. 
 [Persuader] Each donation will go to a trust-able fund for the children which makes me trust and know my donation is going to the right place and for the right reason.
 [Persuadee] that's great. I'm weary of certain charities but this one sounds legitimate 
 [Persuader] I too am weary of such charities but this one has all the information and facts are checked to ensure it is the real deal.
 [Persuadee] Great. I want donations to actually get to those who need them
 [Persuader] Exactly my thoughts!! Small donations will indeed help a lot of children and their families
 [Persuadee] and looking at the website- even the small donations help a great deal
 [Persuader] Yes they do!! I think about how I have not given much thought to when I buy a bag of candy or a snack but the small amount I spend could mean big help for them.
 [Persuadee] Exactly, the money I spend on coffee or other non-essentials could be put to much better use
 [Persuader] I am glad you too see the benefit of small change to make a huge change for the children!! I am going to donate my payment from this task, how much do you think you would be willing to donate from this task?
 [Persuadee] I am willing to donate the entire amount I would have recieved from the task
 [Persuader] That is truly awesome!! Together we are going to help make small change into something bigger!!
 [Persuadee] It's a good way to start the day :)",yes
1540,20180831-182245_152_live,"[Persuader] Hello! How are you?
 [Persuadee] Hello, fine, thanks! My name is Billy. How are you today?
 [Persuader] I am Elvir! Im doing great today, thanks for asking! Do you know about any NPOs? (Non-profit)
 [Persuadee] Nice to meet you, Elvir. I am familiar with NPOs 0 i even volunteer for one. How about you?
 [Persuader] I am a frequent donator to NPOs. What is the NPO that you volunteer for?
 [Persuadee] That is nice to hear. From time to time I volunteer for a tiny NPO school that teaches economics and social science to adults. 
 [Persuader] Oh nice! Is it local in your area?
 [Persuadee] Yes, although there are several similar schools around the US and across the world. What type of organizations do you support, Elvir?
 [Persuader] I support NPOs that engage in promoting childrens rights, providing relief and helping support children in developing countries. One NPO mainly being Save the Children.
 [Persuadee] That is wonderful. I am slightly familiar with Save the Children. Do you think that they are effective?
 [Persuader] They are very effective at their mission, making an international impact with professional and cautious use of the donation they receive. They are one of few NPO's who actually use their funds for their purpose.
 [Persuadee] Yes, mis-use and waste is a huge problem in with NPOs. For this reason I like and support Smile Train - they repair cleft lips using local resources. 
 [Persuader] Thats awesome! The amazing thing about the Save the Children mission is that 77 cents only can host a child in need for shelter for one day!
 [Persuadee] That is very cheap. Good nutrition, medical care, and a clean and safe environment are vital for all, especially children. 
 [Persuader] You will be recieving $2 for the survey completion, would you like to donate any of your compensation to Save The Children organization? It will go a long way for the children!
 [Persuadee] Yes, I would like to help out. There are many more needy than me. I'll give $1.50 to Save the Children. 
 [Persuader] Awesome! Thank you so much for your donation! At the end of the survey it will give you an option to donate that amount. This was a good talk!
 [Persuadee] Yes, I learned from you. I will do some research on Save the Children and consider supporting them. 
 [Persuader] Yes please do! I am a frequent donator of Save the Children! It was my pleasure, have a good day!
 [Persuadee] You too, Elvir. Have a great weekend and thanks again for the information on Save the Children.",no
